#delimieter: ,
#columns:type,person1,person2,forum,forum_event,publication,topic,date,lat,lon
#types:STRING,UINT,UINT,UINT,UINT,UINT,UINT,USDATE,DOUBLE,DOUBLE
HasTopic,,,,242410281121064715,,683419,,,
Author,59149374001292175,,,,1560066052793400803,,,,
Author,1506242741782347973,,,173136592450527152,,,,,
HasTopic,,,,1548150835275218087,,392326,,,
Author,1330524655279964149,,,,1560066052793400803,,,,
Author,1494524549214634350,,,,1560066052793400803,,,,
Author,907049136912435910,,,,462104431376974634,,,,
HasTopic,,,,1405519439418286454,,152074,,,
Author,514463457778231322,,,,462104431376974634,,,,
Author,944473596541505926,,,,464039239752344525,,,,
HasTopic,,,,805794537531161040,,1333024,,,
Author,870926242422379382,,,1243952100318240390,,,,,
Author,680446734032312632,,,,751814944421404327,,,,
Sale,401562634050564223,733613064673579419,,,,2095,8/22/2018,,
HasTopic,,,,1502093424023620534,,9180310,,,
HasOrg,,,,,1560066052793400803,756126,,,
Includes,,,1615340315424362057,355836579556014362,,,,,
HasTopic,,,,425606063534434520,,7316647,,,
HasOrg,,,,,255021818093575130,16920764,,,
Includes,,,1615340315424362057,188121784781026094,,,,,
Includes,,,1615340315424362057,44120014997962013,,,,,
Author,1028540870492191255,,,,464039239752344525,,,,
Author,809742201557996894,,,,1368539377523707325,,,,
HasTopic,,,,774096362500782065,,210975,,,
HasTopic,,,,124413640334540591,,9420,,,
Sale,240831702064324611,560537030055580446,,,,55424107,10/10/2018,,
HasTopic,,,,,1184552083439914010,168845,,,
HasTopic,,,,1325345216754051016,,142549,,,
HasTopic,,,,1155636347582431259,,8514,,,
Author,509464560434450359,,,1223365239345339189,,,,,
HasTopic,,,,78564495316314342,,20859671,,,
HasTopic,,,,290494042137335507,,6046225,,,
Author,904322077220330125,,,,1560066052793400803,,,,
HasTopic,,,,,392553110485625655,745328,,,
Author,81305533626150819,,,1585960123725055156,,,,,
Author,670554632557435482,,,,942022885373750044,,,,
Author,1444015227122121324,,,,55633564026515212,,,,
HasOrg,,,,,1368539377523707325,49112,,,
Includes,,,1314315120197156050,965382614363820542,,,,,
Author,1561611345641442222,,,909034059511454734,,,,,
HasTopic,,,,129385497487537845,,1361881,,,
HasTopic,,,,1110768122352104258,,11348540,,,
HasTopic,,,,1562933183156165442,,40050,,,
HasTopic,,,,1629663152096714303,,173265,,,
Author,1422405943407963510,,,,390157562056322175,,,,
Author,201485332250132018,,,,1560066052793400803,,,,
HasTopic,,,,1349635441161301615,,36384,,,
Author,310333851767938240,,,,687143789358305145,,,,
HasTopic,,,,502616373299353682,,486396,,,
Author,924777426442522433,,,,462104431376974634,,,,
HasTopic,,,,1445957483805700127,,43775,,,
Author,1510827991608532714,,,,1560066052793400803,,,,
Includes,,,15133734353741126,1195615242071302411,,,,,
HasTopic,,,,876575211862225637,,188507,,,
Sale,553844845892150700,955882142234521384,,,,56683126,8/20/2018,,
HasTopic,,,,334632422217065303,,310135,,,
HasTopic,,,,,687143789358305145,120569,,,
HasTopic,,,,914976059942139861,,19363961,,,
Author,134473951033225113,,,,1560066052793400803,,,,
Includes,,,1615340315424362057,743275851962343345,,,,,
Author,1053085556040479207,,,,1560066052793400803,,,,
Author,315424484266637356,,,,462104431376974634,,,,
Author,1542008955073963628,,,,462104431376974634,,,,
Sale,115519426315441483,719493825523040697,,,,502057,10/16/2018,,
HasTopic,,,,904621964447444622,,11472,,,
Author,926109340232295437,,,,1560066052793400803,,,,
Author,160693528467154561,,,,462104431376974634,,,,
Author,833438271539465456,,,1083161319822341123,,,,,
HasTopic,,,,,548702425993392039,29718382,,,
Author,507920785955117522,,,330093474851267357,,,,,
Sale,553661192345283702,138943345392092654,,,,,10/7/2018,,
HasTopic,,,,404259556543549206,,143874,,,
Author,441303416134351773,,,,464039239752344525,,,,
Author,1312344763505822773,,,,658460830728185707,,,,
HasTopic,,,,1012655332115813901,,14745,,,
Includes,,,1615340315424362057,30241557823886628,,,,,
Author,577710252293432772,,,,462104431376974634,,,,
Sale,325651537265215922,1022469558558740206,,,,122195,10/7/2018,,
Includes,,,1314315120197156050,1634442033323240950,,,,,
HasTopic,,,,463246508052581094,,279251,,,
HasTopic,,,,1114556320140492941,,109742,,,
Includes,,,1372844135435303981,501432309537530719,,,,,
Author,424869863870122023,,,,464039239752344525,,,,
Sale,1270090124382632510,806302934564222505,,,,41466,1/5/2019,,
Author,1150650745607564365,,,,1560066052793400803,,,,
Author,733295548101541193,,,,462104431376974634,,,,
HasTopic,,,,220735321561244216,,2931956,,,
Author,933730405169831240,,,,1560066052793400803,,,,
Includes,,,1615340315424362057,103302501643430630,,,,,
Author,853451282346997358,,,1303437611103471237,,,,,
HasTopic,,,,1084560349203866964,,1937518,,,
Author,1253059210683711633,,,,1560066052793400803,,,,
HasTopic,,,,,1062721284255540453,189553,,,
Includes,,,555784630220125214,1223723508655810465,,,,,
Sale,392113335053099531,285456229861323596,,,,66804617,7/27/2018,,
HasTopic,,,,665493175534181406,,353659,,,
HasTopic,,,,774365446353315606,,187715,,,
Author,1155320951642173114,,,,1560066052793400803,,,,
HasTopic,,,,1160843653105313568,,3424638,,,
Author,865544535242251117,,,,1560066052793400803,,,,
Author,824713810971850341,,,1325421003891363611,,,,,
Author,851103540160761575,,,,1560066052793400803,,,,
Author,1365203241755603426,,,,1560066052793400803,,,,
HasTopic,,,,950535530463261455,,60748729,,,
Author,1332611145954722930,,,,464039239752344525,,,,
Author,1230016709842743917,,,,464039239752344525,,,,
Sale,1615002650230626141,1246992569342344573,,,,40050,8/15/2018,,
HasTopic,,,,1315211483179626611,,376134,,,
Author,1508106134798846532,,,,462104431376974634,,,,
Includes,,,1314315120197156050,861622123362748243,,,,,
HasTopic,,,,641112961733044457,,839410,,,
HasTopic,,,,919429254910908943,,210531,,,
Author,1024922611401481649,,,354639612114265821,,,,,
Author,942945125564214681,,,931027820991127193,,,,,
HasTopic,,,,350030108608441353,,1333024,,,
Sale,1330236581925765284,735715966384414616,,,,263478,8/21/2018,,
Author,951310439160483193,,,,464039239752344525,,,,
Author,821265216498091812,,,,1560066052793400803,,,,
Author,1118441141031132086,,,,1560066052793400803,,,,
HasTopic,,,,1541106243112105380,,3912847,,,
HasTopic,,,,1130132185407243173,,79369,,,
Author,363375399561537234,,,,1560066052793400803,,,,
Includes,,,1314315120197156050,173734994600281940,,,,,
HasTopic,,,,1185281410433292341,,2278436,,,
Sale,595984462912459279,585142544090792830,,,,,8/20/2018,,
Sale,848748548741005316,1006140485406605824,,,,834,10/8/2018,,
HasTopic,,,,,1184552083439914010,79925,,,
HasTopic,,,,1034286206085470152,,618102,,,
Sale,1602544555684336611,855501756937970076,,,,487,10/6/2018,,
Author,1036435414586152520,,,436697756005004305,,,,,
Sale,907345423554160380,423151928409108555,,,,4918740,8/15/2018,,
HasOrg,,,,,1033154194594058122,6550556,,,
Author,1216372458971374910,,,,464039239752344525,,,,
Author,851103540160761575,,,,462104431376974634,,,,
HasTopic,,,,180195154455143573,,5418307,,,
Includes,,,1615340315424362057,825005337508433253,,,,,
HasTopic,,,,1338711402225788322,,188419,,,
HasTopic,,,,432256185450631253,,44104,,,
HasTopic,,,,,1433303251800176474,43035,,,
Author,965252081764449315,,,,1560066052793400803,,,,
Author,398198656971727322,,,,1560066052793400803,,,,
HasTopic,,,,696122606513120415,,18432,,,
HasTopic,,,,261389770451215356,,205663,,,
HasOrg,,,,,1560066052793400803,217741,,,
Author,1238270806588335599,,,,464039239752344525,,,,
Author,410441076408424758,,,,464039239752344525,,,,
HasTopic,,,,1105191920552511684,,12124779,,,
HasTopic,,,,,911478176524494112,245962,,,
Includes,,,353365307219544531,321457252154124711,,,,,
Author,1465645758343170904,,,474994056731126665,,,,,
HasTopic,,,,1457136535160515353,,125191,,,
Author,236263591422224967,,,,1560066052793400803,,,,
Author,993140732041015292,,,,462104431376974634,,,,
Author,1160875595025682210,,,,464039239752344525,,,,
Author,649848463114107740,,,425807558253536075,,,,,
HasTopic,,,,930104460124856248,,1344851,,,
Sale,1344327310128177029,1142703574379347244,,,,,8/16/2018,,
HasTopic,,,,256236153905144303,,3603822,,,
HasTopic,,,,153007980291646023,,1572702,,,
HasTopic,,,,1034469904021517632,,337060,,,
Author,717208337380822144,,,,462104431376974634,,,,
Author,1520604800954002621,,,,462104431376974634,,,,
Sale,1043596702602859164,823430266653586841,,,,55267268,8/14/2018,,
Includes,,,353365307219544531,665985149563568336,,,,,
Includes,,,1314315120197156050,880605232561543914,,,,,
HasTopic,,,,724033048259595295,,707729,,,
HasTopic,,,,606107421212441431,,1150958,,,
HasTopic,,,,120857554125915471,,11446,,,
Author,712154147134145665,,,,422500904651204369,,,,
Author,154573496072038504,,,1283208382644656313,,,,,
HasTopic,,,,826345512152322933,,728,,,
Author,293301864217284731,,,,1615845675041656867,,,,
Author,612521625317950411,,,,464039239752344525,,,,
HasTopic,,,,,1061742757218585205,1472065,,,
Includes,,,1372844135435303981,1084420135017619103,,,,,
HasTopic,,,,854853035025131000,,183,,,
Author,185042051816605708,,,635028113515491506,,,,,
HasTopic,,,,1007942218088524570,,513151,,,
HasOrg,,,,,345819465029706780,168751,,,
HasOrg,,,,,1367655248427253165,1540619,,,
Author,346352348394797113,,,,462104431376974634,,,,
HasTopic,,,,1276557281421519153,,970371,,,
Author,1476353271631161757,,,1222438484350899120,,,,,
Sale,690573112649140152,1456894241952934439,,,,,1/5/2019,,
Author,315282231143208130,,,,1560066052793400803,,,,
Sale,1111392152921471812,920947636420070831,,,,,8/24/2018,,
HasTopic,,,,1360054309825252462,,18538,,,
Author,1646135524577407828,,,,464039239752344525,,,,
Author,710626730781886471,,,392827260343220564,,,,,
HasTopic,,,,,614563225256235305,3303945,,,
Author,1053147564162307708,,,755295395882754261,,,,,
Author,1071021513963735215,,,44552320921851240,,,,,
Includes,,,1372844135435303981,1351519573612850323,,,,,
HasTopic,,,,1269545050882863653,,159394,,,
Author,1521924345871433554,,,,462104431376974634,,,,
HasTopic,,,,1021718401570404947,,1200750,,,
HasOrg,,,,,1560066052793400803,896267,,,
Author,266825521461921391,,,,464039239752344525,,,,
Includes,,,1615340315424362057,775793291192108634,,,,,
HasTopic,,,,1502202083712658583,,110857,,,
HasTopic,,,,1464815222420292810,,46744,,,
HasTopic,,,,782754425305389281,,178651,,,
Author,1442922721184134514,,,,462104431376974634,,,,
Author,973343834332580535,,,,1560066052793400803,,,,
Author,109261114657265370,,,,1560066052793400803,,,,
Author,675241114123851156,,,126033054086234236,,,,,
HasTopic,,,,778341489254117063,,1845980,,,
Author,293292211211425603,,,,462104431376974634,,,,
HasTopic,,,,1381001736264836476,,162633,,,
HasTopic,,,,1315952753512989519,,52643,,,
HasOrg,,,,,942022885373750044,49213,,,
Sale,563614483153085745,1204354551777387155,,,,,8/22/2018,,
Author,263542959344151435,,,307642955801191289,,,,,
HasTopic,,,,541412105572953310,,170417,,,
Includes,,,1222966301068614432,836334700240764350,,,,,
Author,1512255581367394189,,,1106612434328703779,,,,,
Author,758091612947101287,,,,1560066052793400803,,,,
Author,923081176006004175,,,,462104431376974634,,,,
HasTopic,,,,1443089940012188915,,468565,,,
Sale,1112208023515632394,1148036312011165462,,,,,10/5/2018,,
HasTopic,,,,1255629145621351633,,336751,,,
HasTopic,,,,203552221474651640,,137800,,,
Author,1563373350527669908,,,,462104431376974634,,,,
Includes,,,1372844135435303981,696122606513120415,,,,,
Author,1390842308924632991,,,1144275394310486531,,,,,
Includes,,,555784630220125214,1184234146417720643,,,,,
HasTopic,,,,655551054911910442,,774344,,,
Author,265206035719012920,,,,324168013097114243,,,,
Author,1263784237203105508,,,,462104431376974634,,,,
HasOrg,,,,,1406013120965590143,49117,,,
Author,212238323415942385,,,,464039239752344525,,,,
Author,1410646358123325124,,,,462104431376974634,,,,
HasTopic,,,,510545852633723007,,5503,,,
Author,331033189121040097,,,,1560066052793400803,,,,
Author,440158122379446234,,,,1560066052793400803,,,,
Sale,1522456028923630922,1373321085121174437,,,,160525,7/27/2018,,
Includes,,,353365307219544531,1107036175374117302,,,,,
HasTopic,,,,850106413564731396,,123705,,,
Author,1083935144716240996,,,,464039239752344525,,,,
Author,535184232489546519,,,,992274543432593761,,,,
Author,252244347159136513,,,,1560066052793400803,,,,
HasTopic,,,,861086341832107549,,2352616,,,
Author,645618860036713150,,,483064182922904042,,,,,
HasTopic,,,,361916540039420530,,3880557,,,
HasTopic,,,,1016621906524234376,,734832,,,
Author,1119441882402783434,,,,1564552423544312042,,,,
Author,1025761946231775904,,,326224015336163535,,,,,
Author,314557301011060744,,,736126045358659248,,,,,
Author,405451822462654848,,,,1560066052793400803,,,,
HasTopic,,,,151803062723573035,,7569,,,
HasTopic,,,,52655485322499703,,959831,,,
HasTopic,,,,549734816118533113,,5,,,
HasOrg,,,,,462104431376974634,179036,,,
Author,1155515545105049455,,,,464039239752344525,,,,
Author,1528433214898195151,,,,1560066052793400803,,,,
Sale,1072815422748352544,1002501201275211677,,,,75,10/16/2018,,
HasTopic,,,,1381001736264836476,,5450349,,,
HasTopic,,,,552161900526926233,,1076005,,,
Author,1607593954442322018,,,,464039239752344525,,,,
Includes,,,1202482536733844323,435373086035010416,,,,,
Author,1545440056220594472,,,361135803514470242,,,,,
Sale,980653358003312082,1421701512188883261,,,,4929185,8/14/2018,,
HasTopic,,,,451060554260713463,,1141067,,,
Author,555045576281512424,,,,464039239752344525,,,,
Author,608991061484560851,,,,462104431376974634,,,,
Sale,580112631454488402,440383726697246549,,,,102231,10/3/2018,,
Author,326147211175240623,,,951173558220918416,,,,,
Author,253640647290976602,,,,1560066052793400803,,,,
Author,154714703469356038,,,254548101254109878,,,,,
HasTopic,,,,894375714851732334,,4051628,,,
HasTopic,,,,794721121605621706,,268667,,,
Author,1062117455920066317,,,,462104431376974634,,,,
Sale,1081624985230322512,115372562009216984,,,,1962840,7/29/2018,,
Author,950004186219530450,,,,464039239752344525,,,,
Includes,,,1615340315424362057,401323774393234781,,,,,
HasTopic,,,,1350512028508218065,,1333024,,,
Sale,1500453021006094545,1452404842502605009,,,,335095,10/7/2018,,
Sale,1661870618534201603,613172151345252254,,,,,10/10/2018,,
Author,931930632301741143,,,,462104431376974634,,,,
Author,921477145235350024,,,1534159116038152274,,,,,
HasTopic,,,,360885954433059553,,23502,,,
Sale,339731535516464360,161414539186423071,,,,2072376,10/15/2018,,
Author,423035561159156419,,,,514356192703015242,,,,
Author,527350410234463545,,,,1618623345335433515,,,,
Author,915045101507915420,,,375306407941381145,,,,,
Author,633515925343747323,,,,1560066052793400803,,,,
HasTopic,,,,1447046459425195735,,853735,,,
Author,736420330244256146,,,,1279925396415562293,,,,
Includes,,,1342495276080758813,1055973291429625413,,,,,
Author,766245209349150304,,,571115493031946126,,,,,
HasTopic,,,,1144961731609918492,,382887,,,
Author,452482052144193617,,,,462104431376974634,,,,
Author,981683295850028647,,,,1560066052793400803,,,,
HasTopic,,,,1536019547525312311,,5464779,,,
Author,284951241010280004,,,,1560066052793400803,,,,
Author,336156240826303074,,,,462104431376974634,,,,
Sale,666430952212663514,854293490283564009,,,,830555,8/20/2018,,
Author,1343130199541832484,,,,464039239752344525,,,,
Author,221503255544024162,,,,1560066052793400803,,,,
HasTopic,,,,1114502034902546550,,8856932,,,
Author,33073127743442751,,,1002011061549576212,,,,,
HasOrg,,,,,462104431376974634,31249,,,
Includes,,,851350143155248158,1028671824323062891,,,,,
Sale,614202021862635489,524452106235524665,,,,,8/16/2018,,
Author,543034564451516878,,,,1560066052793400803,,,,
Includes,,,1314315120197156050,976461214123311102,,,,,
HasTopic,,,,1563023745013413813,,594844,,,
Author,1447643143118374083,,,,1560066052793400803,,,,
HasTopic,,,,134226326933433944,,1403016,,,
Sale,1225581433792241060,94875016113289243,,,,193294,8/9/2018,,
Author,881155434355721210,,,,1560066052793400803,,,,
HasTopic,,,,1324237316435061444,,6817566,,,
Sale,1406045449671352684,764160692513628257,,,,,10/5/2018,,
Author,113391269694159183,,,,462104431376974634,,,,
HasTopic,,,,945642681251406121,,39552,,,
Author,1432503739234995352,,,,658460830728185707,,,,
Author,1032823153821382949,,,,383905560617065500,,,,
Author,151407165216864451,,,,464039239752344525,,,,
Author,1603238337351115707,,,,114236761914250100,,,,
HasTopic,,,,875906491456018700,,217651,,,
Author,995158492776205111,,,,1564094933455521324,,,,
HasTopic,,,,90137676124331537,,5893302,,,
Includes,,,1615340315424362057,1185815235351105614,,,,,
Author,1130261525283251257,,,826086370602912702,,,,,
HasTopic,,,,1540627752176844962,,2360816,,,
HasTopic,,,,,114100208765692464,3303945,,,
Author,233087357125443273,,,,464039239752344525,,,,
Sale,1259541750490533306,1430511424605034196,,,,,7/31/2018,,
Includes,,,1202482536733844323,1114502034902546550,,,,,
Includes,,,353365307219544531,761203404728734214,,,,,
Sale,854350115623358376,924308282035259111,,,,,10/7/2018,,
HasOrg,,,,,300559162266445330,230492,,,
Author,1264425863146096455,,,,464039239752344525,,,,
HasTopic,,,,1031409601309234183,,37654,,,
Author,1163053991289525024,,,,151719636113613051,,,,
HasTopic,,,,424760351255685928,,486396,,,
HasTopic,,,,,656627411412445254,745328,,,
Author,1535700230425109934,,,,464039239752344525,,,,
Author,797545160863420725,,,,464039239752344525,,,,
HasTopic,,,,1513662032452523252,,44311,,,
Author,1034413635234584164,,,,464039239752344525,,,,
Author,1556531102160831939,,,,462104431376974634,,,,
HasOrg,,,,,353561718150262531,49088,,,
Includes,,,1615340315424362057,814315316157225591,,,,,
HasTopic,,,,1511762286413074414,,1337813,,,
Author,105117975226012962,,,,1560066052793400803,,,,
Includes,,,15133734353741126,1244891223256513345,,,,,
Sale,361434630133451387,1436340483298152087,,,,129,8/3/2018,,
HasTopic,,,,115827832864145162,,73368,,,
Author,541855401760413453,,,,464039239752344525,,,,
Author,1354713006094242431,,,,462104431376974634,,,,
HasTopic,,,,,363647912045589132,56014511,,,
Author,1138135502164248234,,,,464039239752344525,,,,
Author,510746385420032642,,,,462104431376974634,,,,
HasTopic,,,,1100925527317449731,,8037609,,,
HasTopic,,,,1553159155025455244,,41176,,,
Author,138835446637971453,,,,464039239752344525,,,,
Author,1272851430440268649,,,,1560066052793400803,,,,
Includes,,,1615340315424362057,146213150984434357,,,,,
HasTopic,,,,301142251225016844,,35758,,,
Includes,,,1372844135435303981,375306407941381145,,,,,
HasTopic,,,,1142245966170543774,,204,,,
HasTopic,,,,1110768122352104258,,247792,,,
Author,1152531114233029141,,,,462104431376974634,,,,
Author,1292335913106144221,,,,464039239752344525,,,,
HasTopic,,,,1355296120745450662,,4856877,,,
Author,1390324430965454575,,,,462104431376974634,,,,
Sale,1429860160579110161,115033458329833816,,,,516494,10/9/2018,,
Sale,940350703249894111,647933476271344635,,,,,8/6/2018,,
Author,1124365234263245721,,,,1560066052793400803,,,,
Author,958849952472512456,,,,1560066052793400803,,,,
Author,1302572631012624182,,,,464039239752344525,,,,
Includes,,,1314315120197156050,92744474450126157,,,,,
HasTopic,,,,313078254510549977,,7868,,,
Author,1351155456318253074,,,1345355415828340267,,,,,
Author,488241953181735013,,,864643564550648283,,,,,
HasTopic,,,,959064732593261709,,157030,,,
HasTopic,,,,811369349873317240,,2224403,,,
Author,1228606144112812345,,,,462104431376974634,,,,
Author,722043471141141848,,,1434442718433081313,,,,,
Author,1024623125014336421,,,696532539976232524,,,,,
Author,1210120403476225702,,,212729017003043313,,,,,
Includes,,,1314315120197156050,654017753336724364,,,,,
Includes,,,15133734353741126,812746333415327835,,,,,
Includes,,,1372844135435303981,444245548544716462,,,,,
Includes,,,1372844135435303981,226483145835272895,,,,,
HasTopic,,,,1051871039535700734,,14620,,,
Author,721930131095349742,,,,1560066052793400803,,,,
Author,1353412324076044214,,,1313059011068432049,,,,,
Author,753153146881336791,,,,462104431376974634,,,,
Author,1387754625333409272,,,113520481489137851,,,,,
HasTopic,,,,52252426778355998,,817157,,,
HasTopic,,,,986250938007334220,,908708,,,
Sale,812093972510212491,1320617826350553532,,,,1806825,7/28/2018,,
Author,729820409173748864,,,,658460830728185707,,,,
Sale,1279234160244715463,1355786774499212150,,,,,8/5/2018,,
HasTopic,,,,1076155318171109439,,217108,,,
Author,1393221051131790712,,,1251755287901563650,,,,,
HasOrg,,,,,945448394389256102,49210,,,
Sale,1075400851120165470,1200749731876578407,,,,,10/9/2018,,
HasTopic,,,,1151152033512826380,,125908,,,
HasTopic,,,,606135334136553823,,1188920,,,
Author,770551865524741153,,,,1560066052793400803,,,,
HasTopic,,,,861418332031266261,,42213,,,
Author,1152884924425312135,,,1648418366955453691,,,,,
HasTopic,,,,,445341351326743491,27258541,,,
Includes,,,15133734353741126,862194323816224154,,,,,
HasTopic,,,,1102631536455101605,,3060888,,,
Sale,901288262327456242,1235557972212712200,,,,177,10/7/2018,,
Includes,,,1615340315424362057,642640210122087833,,,,,
Sale,1543143061458065789,1141884165912234362,,,,6663,10/10/2018,,
HasTopic,,,,248782652745745219,,5352191,,,
Sale,1097026275642241743,1335025761601503153,,,,,7/29/2018,,
HasTopic,,,,1586574101470576254,,10589543,,,
Author,149018488424398358,,,918473719214022252,,,,,
HasTopic,,,,1566278426058366014,,60,,,
Sale,1280894612433245261,1022143570150446342,,,,56683126,10/12/2018,,
Author,1147637111084451731,,,,1560066052793400803,,,,
Author,1132525412193202028,,,,1129820875764571922,,,,
Author,251656554979543613,,,,464039239752344525,,,,
Author,1024218319499655664,,,,1333194528449319314,,,,
HasTopic,,,,1215091106912943296,,9420,,,
HasTopic,,,,634224040179275376,,1469792,,,
Sale,1615829558399654256,431702526310769202,,,,5369,8/15/2018,,
Sale,952534513942292400,822346255150755755,,,,,10/6/2018,,
HasTopic,,,,,802545334467371465,12725,,,
Author,1627970720583183333,,,,882398257230700413,,,,
Includes,,,15133734353741126,32364352257753126,,,,,
HasTopic,,,,1436202641536009318,,5322166,,,
Author,175325453052527722,,,483732531144455992,,,,,
Includes,,,15133734353741126,324300203468161910,,,,,
Author,795514532343335141,,,,462104431376974634,,,,
Author,610120611841965593,,,,1453261312384284172,,,,
Includes,,,442231451428861295,453093862085910177,,,,,
Author,665436359807064220,,,,1560066052793400803,,,,
HasTopic,,,,415113445233323287,,21775689,,,
Includes,,,1615340315424362057,616153117905611221,,,,,
HasTopic,,,,540301442114348584,,669262,,,
Author,1300896795113205422,,,,1560066052793400803,,,,
HasTopic,,,,956187498090106590,,2414843,,,
Author,1661242330553018395,,,,464039239752344525,,,,
Sale,1601420285223992185,303024715236359251,,,,191924,8/8/2018,,
Author,342215621204064037,,,,383905560617065500,,,,
Includes,,,1615340315424362057,1146033202944234374,,,,,
HasOrg,,,,,1560066052793400803,31519,,,
HasTopic,,,,548659356566282901,,7727,,,
HasTopic,,,,116331003280292563,,160289,,,
HasTopic,,,,881835875311473563,,1907525,,,
HasTopic,,,,1363159026023554214,,1333024,,,
Includes,,,1372844135435303981,1514501866109629543,,,,,
Author,332545083107205317,,,,1560066052793400803,,,,
Author,1251951831218212301,,,,1560066052793400803,,,,
Author,1434267326976288419,,,,462104431376974634,,,,
Author,429259265880615543,,,934593453735835053,,,,,
Author,503427525031562343,,,,464039239752344525,,,,
HasTopic,,,,425112367510353010,,1141067,,,
Author,833021607254624590,,,,462104431376974634,,,,
Author,515025013361212216,,,,462104431376974634,,,,
HasTopic,,,,704362232187401967,,131327,,,
HasTopic,,,,1632225116236941744,,1333024,,,
Author,1393562425732082693,,,,518352543481412228,,,,
Author,1143533363141001336,,,,464039239752344525,,,,
Author,88155073434635247,,,174174370015251890,,,,,
Includes,,,353365307219544531,598501451370103238,,,,,
Author,858626284377140791,,,1210457605590136275,,,,,
HasTopic,,,,1538262285043491320,,172668,,,
Author,459331899735714480,,,,1560066052793400803,,,,
HasTopic,,,,1356152120355653345,,1885597,,,
HasTopic,,,,835904912419266311,,174531,,,
HasTopic,,,,1125543679736570323,,642275,,,
HasTopic,,,,983573058226181435,,3240539,,,
Author,784725031072369203,,,1363331323515398542,,,,,
HasTopic,,,,,248089745628242201,172145,,,
Author,1241191027721356655,,,,1560066052793400803,,,,
Includes,,,1314315120197156050,155015860552602454,,,,,
HasTopic,,,,56835420977902438,,24887534,,,
Author,141809094403971074,,,,464039239752344525,,,,
Sale,343648220032343623,144641052742231745,,,,81944,8/5/2018,,
HasTopic,,,,913834534720021280,,542675,,,
Author,1589208763576163040,,,,464039239752344525,,,,
Author,950321721549301048,,,,1279925396415562293,,,,
Author,541184430309441425,,,752519262355842491,,,,,
HasTopic,,,,644455046241536070,,2006324,,,
Author,648400222385501896,,,,462104431376974634,,,,
Author,1023801721335200611,,,,218383913605183255,,,,
Author,153501235530763132,,,,462104431376974634,,,,
Author,1444943135528471598,,,,210721032644153372,,,,
Sale,1516391395562495249,1515123333651604649,,,,,7/26/2018,,
Author,572403217287020944,,,,658460830728185707,,,,
HasTopic,,,,231451509285255519,,5374696,,,
Sale,418457330322864323,722423026528351348,,,,13099586,8/28/2018,,
Author,161525134265646506,,,,1524145067753924431,,,,
Author,260233310217418544,,,,658460830728185707,,,,
HasTopic,,,,444481270849925060,,491283,,,
HasTopic,,,,17208721343273863,,41719,,,
Author,261305508256259220,,,,464039239752344525,,,,
Author,355657532225005247,,,,1560066052793400803,,,,
HasTopic,,,,,1630351345915884062,3303945,,,
Sale,1268260231553595492,404970443560718873,,,,37413,10/5/2018,,
HasTopic,,,,,445341351326743491,181754,,,
HasOrg,,,,,658460830728185707,31519,,,
Author,145164554145196572,,,,464039239752344525,,,,
Author,1541133122653026870,,,,1560066052793400803,,,,
Author,464112343772810916,,,905313408431861641,,,,,
Author,455517034852759521,,,,464039239752344525,,,,
Includes,,,1372844135435303981,460009154851304475,,,,,
HasTopic,,,,1502245289493330904,,3799100,,,
Author,318601533287041624,,,,464039239752344525,,,,
Author,1341108327396761230,,,,462104431376974634,,,,
Author,275906320913352143,,,,1560066052793400803,,,,
Includes,,,1615340315424362057,145295272268104646,,,,,
HasTopic,,,,251421260413660641,,253019,,,
HasOrg,,,,,834189857714386130,28919137,,,
Author,996211371355207604,,,,464039239752344525,,,,
HasTopic,,,,834014282391405133,,11019,,,
HasTopic,,,,661395265536529511,,18000,,,
Includes,,,1615340315424362057,535213510965399919,,,,,
HasTopic,,,,1343112281344753109,,595548,,,
Includes,,,555784630220125214,1414180739705573873,,,,,
Author,248551195804877734,,,1216933864415624749,,,,,
HasTopic,,,,123303714009551433,,1156049,,,
Author,1317317092842139219,,,,464039239752344525,,,,
HasTopic,,,,935611038232921826,,17221,,,
Author,1571088378700682391,,,152316543541318321,,,,,
Includes,,,1222966301068614432,1241199323444143562,,,,,
Author,655628131278738412,,,,700445046832563344,,,,
Sale,1620339730374823410,1043505156283623033,,,,,10/13/2018,,
Author,653564631121526559,,,1183046059723956635,,,,,
Sale,766763989732378605,344736077506176013,,,,5638,10/10/2018,,
Author,254307008467202882,,,,1442058041523586421,,,,
HasTopic,,,,645090337614958884,,7241407,,,
Author,158245452397756412,,,,1560066052793400803,,,,
Author,1353571457550522783,,,1340401112225562051,,,,,
Author,1462362820703221211,,,1294988556561612520,,,,,
HasTopic,,,,714482041710164260,,11369842,,,
HasTopic,,,,1399339510354748692,,845126,,,
HasTopic,,,,,1406013120965590143,82642,,,
Author,524544657126723024,,,,464039239752344525,,,,
HasTopic,,,,594738343074550658,,753651,,,
Includes,,,1372844135435303981,499834465834246550,,,,,
HasTopic,,,,1522651813766231524,,131138,,,
Author,154424083280460565,,,,462104431376974634,,,,
Includes,,,1615340315424362057,1237204623307835329,,,,,
Includes,,,1615340315424362057,426655515552547362,,,,,
Author,756574655191288174,,,,1560066052793400803,,,,
Author,1622431026321147617,,,,464039239752344525,,,,
HasTopic,,,,812270987455746557,,553223,,,
Author,1225530075505412625,,,1145794401055957339,,,,,
